Loans,ParentsIncome,NumberOfSiblings,StudentIncome,WorkExperience,Education,MinimumWage,Grades,TuitionPaid,Years,College,OutOfState,PreferenceForNiceThings,NumberOfRoomies,State,Materials
1,73856.3199,8,12006,1,1,3,3.6,40637.55979,6,6772.926632,0,9,2,2813.243404,2042.043898
0,99411.30691,9,28000,4,1,0,1.3,27787.10569,4,3473.388211,1,0,3,11312.20564,2143.788207
1,61792.11302,1,32036,6,1,3,2.9,4255.482631,2,2127.741315,0,7,1,12865.97077,4795.124151
0,96042.87951,9,20010,5,0,2,0.6,2419.972356,1,2419.972356,0,3,6,14255.98101,3837.542853
0,20181.9377,4,18036,6,1,3,2.3,28651.86778,2,7162.966944,1,0,5,13022.67523,1838.09875
1,5846.388222,7,8024,4,1,3,1.3,30727.08778,4,7681.771944,0,9,2,8025.047641,2651.250365
0,83157.20996,7,20036,6,1,3,1.8,31.57114003,1,31.57114003,0,7,7,8702.721446,3481.555293
0,37359.37066,0,6000,7,1,0,1.3,5520.210151,4,690.0262688,1,5,4,2672.91524,1336.660439
0,31417.99005,2,14004,4,0,1,1,0,0,7000.824132,1,4,4,964.608367,3798.79093
0,67588.60473,3,32020,5,1,2,0.3,0,0,934.1139857,0,8,8,8691.860955,497.3774666
0,31900.0968,4,22002,2,0,1,1.3,219.7131838,2,109.8565919,0,2,9,7415.456471,1056.328229
1,94752.06574,5,14000,1,0,0,3.7,93350.63896,6,7779.219913,1,5,4,7628.020352,3229.832812
1,91807.38704,4,6012,2,1,3,3.2,47287.74216,3,7881.29036,1,7,0,1730.364896,3469.070031
0,66397.66884,2,38016,4,1,2,3.8,38407.04357,2,9601.760893,1,3,2,2842.105443,2338.746553
1,66988.62796,0,4000,0,1,0,2.2,31887.51978,4,7971.879945,0,7,9,9309.340322,794.7857148
1,27165.65349,0,8000,2,0,0,0.6,23764.52044,5,4752.904087,0,0,4,11327.6579,4426.531755
1,6596.204549,0,38024,6,1,2,2.6,56072.8864,6,9345.481067,0,7,3,9086.184805,1638.892409
0,55922.75492,8,18012,6,0,2,3.8,14081.79127,4,3520.447817,0,4,5,8065.162024,1643.900387
0,40617.47063,1,28002,1,0,2,1.6,21633.29989,6,3605.549982,0,4,8,2634.851058,1331.846879
0,47974.60795,9,18000,2,1,0,0.5,6330.500911,3,2110.16697,0,4,6,3301.959754,2425.842762
0,78583.67364,4,20006,2,0,3,2,7901.629348,1,7901.629348,0,0,1,13417.16462,2402.070514
1,84050.71125,7,38001,1,0,1,1.8,18725.16128,2,9362.580638,0,9,0,4419.884816,4996.530456
1,8402.926932,2,30006,2,0,3,0.1,26316.61334,7,3759.516191,0,4,8,12003.90224,4260.745297
1,40899.47158,2,6004,2,1,1,1.8,47345.12666,3,7890.854443,1,8,8,5853.74399,3791.593258
1,34165.96987,8,14006,3,1,1,0.1,14822.33302,2,7411.16651,0,0,1,8420.823742,3992.765144
0,48624.47877,6,16010,5,0,2,1.5,0,0,8788.183946,0,7,8,7012.855127,2034.954873
1,5995.477472,2,26006,3,1,1,0.8,7342.745921,6,1223.790987,0,4,0,13846.29107,2028.485645
0,11318.19116,2,38000,0,1,0,1.1,6426.689669,4,803.3362087,1,1,8,7957.19266,4996.104734
1,26585.04861,0,8015,5,0,3,3,21818.68673,4,5454.671682,0,4,5,5030.250109,4043.065531
1,18128.24251,1,28000,6,1,0,1.5,72066.24488,7,5147.58892,1,5,3,5439.438793,4056.823895
1,29973.88037,9,6000,5,1,0,2.5,16089.06607,4,4022.266517,0,3,4,5484.228759,2191.833663
0,963.3575591,6,36036,6,1,3,3,0,0,676.3497077,1,2,3,12862.83316,2618.95095
1,68835.77273,8,2000,0,0,2,0.6,15870.54829,1,7935.274146,1,0,4,5882.333756,3177.286969
1,74734.3277,3,4021,7,0,3,0.5,12126.62024,5,2425.324048,0,1,8,8388.235776,4211.524968
1,76040.90747,5,6,1,1,3,0.8,26544.58111,5,5308.916222,0,6,8,6947.894421,4853.528167
0,7096.655633,2,12000,4,1,0,3.4,8333.522399,1,8333.522399,0,2,1,2682.946897,4339.951403
1,72736.11168,1,4001,1,0,1,1.2,29632.80902,4,7408.202256,0,4,5,12662.5241,1440.781514
0,78693.22513,1,38030,5,1,3,2.8,9731.768865,2,4865.884433,0,1,9,2422.058365,993.7169225
1,59146.19068,9,18002,1,0,2,2.3,45498.72721,6,7583.121202,0,4,8,1609.680133,3721.915507
0,72216.70578,4,26000,7,0,0,3.1,15719.26823,6,1309.93902,1,3,9,12691.66515,1848.088248
0,25018.02898,6,36018,3,1,3,1.4,0,0,4589.324587,0,6,1,864.6487434,4859.866942
1,75400.19601,7,28000,0,1,2,0.8,31766.41609,6,5294.402681,0,7,4,13741.2399,1648.231702
0,39545.33365,0,32018,6,0,3,1.8,9403.610056,1,4701.805028,1,9,5,7636.459147,3748.626982
0,22416.91753,8,12016,4,1,2,2,1338.680587,1,1338.680587,0,2,9,13357.91772,1998.709435
0,75830.78601,0,22000,0,0,2,1,778.810109,1,778.810109,0,3,7,3275.890942,1425.140731
1,95098.67127,0,34000,1,1,0,1.5,66991.56869,5,6699.156869,1,4,1,3138.838412,710.124206
1,69885.29214,0,16012,3,1,2,1.8,18359.22622,6,1529.935518,1,9,2,14016.10711,4967.436069
0,3664.289724,6,38000,1,1,0,3.6,19750.87738,7,1410.776955,1,4,5,4944.24701,3201.673721
1,82226.36297,6,12002,1,0,2,2.8,26501.10462,4,3312.638078,1,5,4,4914.864424,558.2362312
0,36526.99354,0,18014,7,0,2,3,33540.9015,4,8385.225376,0,0,5,6853.558654,659.8928821
1,16452.22006,9,2000,0,0,3,0.4,47728.1459,6,7954.690984,0,0,7,10134.9923,1620.62155
1,2394.336505,5,18012,6,1,1,0.4,58630.59978,6,9771.76663,0,7,0,3060.616286,1854.68087
0,105.9600905,8,32000,0,1,0,1.6,21601.84757,3,7200.615856,0,9,9,4921.52701,2779.330076
1,42600.63078,2,38000,3,1,0,2.6,23606.91878,3,7868.972927,0,7,2,13500.9481,4241.653708
0,60949.48228,1,32000,0,1,0,3.6,0,0,8194.921963,1,3,3,2948.371149,2503.238586
1,47721.40502,2,6020,5,1,2,3.1,12977.84917,1,6488.924587,1,7,8,7199.665712,2824.388859
1,44922.18413,2,0,0,1,3,0.9,27314.00271,6,4552.333784,0,6,8,9984.48149,3023.072047
0,6464.152259,6,34002,1,0,2,2.4,6178.273884,1,6178.273884,0,5,8,8300.309174,363.022226
0,33737.41362,7,26002,1,1,1,1.9,2750.197504,2,1375.098752,0,0,6,8373.296543,1893.702201
0,16009.98913,3,14008,4,0,2,0.1,7129.175983,1,7129.175983,0,1,1,3046.911683,565.9225224
1,68317.89678,7,3,3,0,1,3.4,64062.81524,4,8007.851905,1,4,2,12317.08577,1640.333872
1,38125.23081,6,28014,7,1,1,1.3,35353.55568,2,8838.38892,1,6,9,11699.21196,511.3737194
0,50472.52002,2,20006,2,0,3,3.4,27464.21648,4,6866.054119,0,3,7,8239.547684,2950.299708
0,45247.13184,6,36000,1,0,0,0.8,437.5213876,4,109.3803469,0,6,2,8390.993616,3930.234737
1,97684.70188,3,38003,1,0,3,2,92804.34395,7,6628.881711,1,3,8,7169.377155,1976.758169
1,54242.48173,2,6,3,1,1,1.7,771.5561178,1,771.5561178,0,8,1,6936.167867,2810.313254
1,72202.42424,7,2000,0,1,1,3.1,10044.96126,2,2511.240314,1,0,0,3877.15591,3080.291426
0,95760.4187,3,36004,2,1,1,3.1,59530.27967,6,9921.713278,0,4,0,132.8561611,1488.359123
1,99342.20584,4,14,7,1,1,1.3,43570.87596,7,6224.410851,0,7,8,5038.140944,724.7113812
0,60301.0552,8,36012,6,1,1,0.6,16823.73972,7,2403.391389,0,1,7,12527.63187,389.9652499
1,56691.49973,5,12000,6,0,0,2.7,24001.38914,7,1714.384939,1,0,6,2645.714826,2467.893326
0,82840.00919,0,38004,1,1,2,1.9,13488.54199,1,6744.270993,1,0,5,13435.17068,4132.9593
0,53626.17254,8,36006,6,0,1,2.7,12566.35629,6,2094.392715,0,1,1,3555.009332,974.5935109
0,16398.58496,1,30008,4,0,2,1.6,0,0,6675.667023,1,4,8,10368.45786,4829.502043
0,85287.86835,1,32008,2,1,2,3.6,13365.2397,5,1336.52397,1,9,5,6100.665239,2425.078057
1,6071.318924,2,32009,3,0,3,0.3,21442.7896,7,1531.627829,1,7,5,14864.93388,3210.581775
1,10970.87194,2,22004,2,0,2,3.4,130054.7439,7,9289.624564,1,9,2,14081.85364,2310.932911
1,2769.624901,2,28015,5,0,3,3.3,6452.847965,1,6452.847965,0,3,0,9190.129161,3262.165329
0,78974.43045,0,30000,6,1,0,2,3545.969608,4,443.246201,1,4,9,9163.48978,2437.252596
1,23653.70208,7,10002,1,1,1,0.3,14256.64221,1,7128.321105,1,3,9,3162.048731,3473.537968
1,75801.5774,2,12002,1,0,2,3,18488.38525,2,9244.192623,0,6,2,8473.965057,2871.957952
0,48885.71912,9,28000,5,1,0,1.7,3482.360826,4,435.2951032,1,6,8,9952.099535,30.31246441
1,60181.70068,5,8012,3,1,2,2.9,2590.004749,1,2590.004749,0,5,4,14654.10256,1516.082976
1,95484.44178,7,34001,1,0,1,3.4,54783.04954,6,9130.508256,0,5,1,6378.339304,886.3925759
0,23592.22633,5,30014,7,1,1,0.5,6758.002413,3,2252.667471,0,2,9,4064.437142,700.2398511
0,58860.90519,4,32000,4,1,0,1.7,4546.316924,1,4546.316924,0,4,2,9016.011969,564.2216554
0,22222.59312,0,34016,4,1,2,1,0,0,6652.237472,0,2,6,11796.7355,1868.264024
1,92993.44164,3,12030,5,1,3,1.9,41535.74529,6,6922.624215,0,8,0,6657.578118,1161.22428
1,91282.38677,8,14000,4,1,0,3.3,22470.19129,6,3745.031882,0,7,8,11058.90834,195.1503642
0,41270.06266,4,24000,3,0,0,1.1,24803.55675,3,8267.852248,0,7,6,4173.190001,403.0304246
1,17383.515,7,2030,5,1,3,1.6,57062.22863,6,9510.371438,0,2,8,11514.52959,1707.369996
1,60317.8965,1,24009,3,0,3,2.4,25283.97558,4,6320.993895,0,7,4,14203.52953,2668.423211
1,44368.49314,3,14000,4,0,0,1,10951.04787,3,3650.349291,0,6,9,6626.842801,4772.719476
1,66600.99424,6,20020,5,1,2,1.3,5744.091664,2,2872.045832,0,7,2,9312.155157,123.3465969
0,84175.95915,8,32012,6,1,1,2.6,23475.88551,5,4695.177101,0,2,6,14455.56907,3768.674048
1,57252.49774,1,0,5,0,0,3.3,8041.43915,4,2010.359788,0,8,7,10081.95116,4876.411387
0,2856.77622,7,26008,2,1,2,1.7,29519.38515,4,7379.846287,0,3,6,6101.8283,2503.829151
1,21516.8166,2,28012,3,1,2,2,15473.16208,2,3868.290521,1,8,3,13844.36573,4726.77042
0,42280.70094,6,24004,2,0,2,1.9,31728.59092,3,5288.098487,1,0,5,602.0437071,2218.233984
0,81792.75096,9,12006,3,0,2,1.6,0,0,2221.092462,1,0,8,8379.083772,984.2357165
1,69546.1197,5,20000,5,0,0,2.5,32037.00945,5,3203.700945,1,8,3,8573.391168,1033.500877
1,29533.10629,1,4018,3,1,3,2,20936.37255,3,6978.790849,0,4,5,1082.475584,2427.316491
0,6232.899752,1,32006,6,0,1,3,46516.79313,6,7752.798854,0,8,3,4759.418599,2324.360587
1,80596.91744,7,12010,5,1,1,3.6,0,0,7246.192332,0,6,0,12730.53786,1601.819984
0,29674.42044,8,38000,0,0,1,2.3,45984.33774,7,3284.595553,1,6,7,3820.56596,1139.196863
0,55626.31243,9,20004,2,0,2,3.5,28858.29338,3,9619.431127,0,3,1,4014.808871,2581.157856
0,46189.90841,8,28006,6,0,1,2.6,0,0,6863.871965,0,2,7,3878.488666,860.1036652
1,19257.63179,7,16024,6,1,2,1.8,41371.83387,5,4137.183387,1,6,2,3449.202165,4584.409556
0,74453.88191,1,34000,3,1,0,0,0,0,9699.47705,0,9,6,8747.690288,2249.423336
0,42617.71076,1,26001,1,0,1,2.1,2055.49718,6,342.5828634,0,9,9,8679.040795,4338.057747
1,91629.90982,3,20014,7,0,2,0.4,25584.9686,5,5116.993721,0,5,6,8222.255316,435.3385806
1,11623.80238,2,0,7,0,0,1.5,0,0,4524.144335,0,9,4,12229.51611,1904.633956
1,79169.02467,7,4000,0,0,2,3.7,11298.36028,5,1129.836028,1,4,9,11224.14515,593.2536567
0,74310.24938,1,22008,2,1,2,1.1,22846.46168,4,2855.80771,1,1,6,9457.523018,3145.514765
1,59051.06841,7,8004,1,1,2,3,48707.82859,3,8117.971431,1,7,3,750.7827858,4768.381867
1,35673.22541,5,32003,1,0,3,1.4,75199.84384,6,6266.653653,1,1,6,5253.070071,4673.557476
0,54383.33948,0,36004,2,1,1,1,15464.19493,2,7732.097464,0,7,5,10630.15499,1167.556601
1,3734.026182,4,36012,3,1,2,0.2,47435.48334,3,7905.913891,1,9,2,3205.289211,1605.924508
1,61501.01709,3,22001,1,0,1,0.3,41098.66046,7,5871.237209,0,8,1,9010.225811,4868.07061
1,39400.27402,3,2000,5,0,0,1.8,98214.40666,5,9821.440666,1,5,1,749.6209746,1662.383731
0,84968.92471,8,32003,3,0,1,0.4,0,0,2415.319052,1,6,2,5249.203557,4125.391867
0,94031.72754,0,18024,4,1,3,3.6,32819.56627,7,4688.509467,0,1,3,7250.565518,4806.718989
1,70041.42827,6,22012,3,1,2,0.3,44363.18059,5,4436.318059,1,1,1,2344.638803,2580.509043
1,39546.28698,5,16006,3,0,2,0.9,52542.36656,6,8757.061094,0,2,5,10796.92032,645.1017671
0,61779.63398,2,30014,7,0,2,3.1,37304.25395,5,7460.850789,0,4,6,5973.575308,4834.130207
1,53905.74027,5,14000,1,0,0,2.9,21183.81711,5,4236.763422,0,1,9,12141.34613,3531.084728
0,38477.6986,7,16007,7,0,1,2,6443.985224,2,3221.992612,0,3,6,6041.234397,3982.336324
1,43686.82724,7,6024,4,1,3,0.6,57756.92093,7,8250.988704,0,8,1,14688.52096,1405.018904
0,14971.2017,0,14021,7,0,3,2.8,37032.19104,3,6172.031839,1,5,7,1830.975995,2173.803186
1,80748.72909,4,12020,5,1,2,2.2,28890.82087,6,4815.136812,0,7,7,1269.12948,1899.972544
1,72507.76786,5,2000,6,0,0,3.2,33345.01062,5,6669.002124,0,6,6,9265.846164,3789.602126
0,5674.034817,4,10008,4,0,2,3.6,41445.33607,7,2960.381148,1,2,4,3972.257411,2328.271317
1,39436.06921,8,4008,2,1,2,1.5,12466.74078,4,3116.685195,0,2,1,10101.75289,294.803101
0,38731.2722,4,28000,1,1,0,3.1,8418.839361,5,1683.767872,0,2,5,3690.261922,4572.970133
0,95039.61305,6,24000,1,1,0,0.9,19347.54882,4,4836.887206,0,3,9,1090.365148,1138.002351
1,74677.33371,2,6000,0,1,2,2.1,22939.10488,6,3823.184147,0,4,1,4065.36833,1042.29842
1,2958.093167,9,3,3,0,1,1.2,15020.63952,7,1072.902823,1,2,3,1900.043299,1838.473233
1,38225.95363,1,36018,6,0,3,0.1,23864.8579,3,7954.952634,0,7,2,12430.76807,1969.738902
1,82110.31499,7,22030,5,1,3,3.5,10165.74225,1,5082.871126,1,2,2,14560.73918,4468.251025
0,16728.79764,1,18008,2,1,2,3.2,40891.64864,5,8178.329727,0,2,4,5656.304909,2562.358789
1,88780.09872,0,6,3,0,2,3.7,15027.97964,2,7513.98982,0,1,0,7557.156272,4001.576267
1,32332.80945,7,8000,3,0,0,2.3,28885.99995,5,2888.599995,1,4,3,14550.60564,4664.148809
0,93963.93274,7,36008,4,1,1,2.8,74396.1163,6,6199.676359,1,9,7,569.8397709,3478.282784
0,71235.59925,1,28004,4,0,1,3.7,7220.110181,4,1805.027545,0,3,9,10420.15694,3030.75212
1,84789.79417,1,20000,0,1,3,3.4,66510.80601,7,9501.543716,0,8,2,13866.67865,83.58265471
1,50232.10972,1,6018,3,1,3,2,55244.84359,3,9207.473932,1,6,4,6725.456506,843.4255667
0,70670.35045,0,22018,3,1,3,2.1,1769.29187,3,589.7639568,0,3,3,14661.0547,2453.639652
0,79852.08208,4,18006,6,0,1,2.7,2205.250563,1,2205.250563,0,7,6,981.2255413,4521.56195
1,34283.68517,0,16012,6,1,1,0.6,70976.68869,6,5914.724057,1,3,5,8273.10995,4920.680828
1,33340.48198,4,10006,3,0,2,2.9,18396.62436,1,9198.312178,1,5,9,11089.10668,3814.622407
1,62901.01735,6,14000,0,0,3,3.6,28194.94822,6,4699.158036,0,8,7,13832.06052,1198.579844
1,3482.541961,2,0,5,1,0,3.7,53058.30373,7,7579.757675,0,5,4,4676.982119,3957.437772
1,40928.23334,3,12015,5,0,3,0.6,54493.91382,7,7784.844831,0,6,4,9565.691868,1482.071916
0,24642.22571,0,22014,7,0,2,2.5,7231.027513,3,2410.342504,0,2,7,13988.57222,1891.356137
1,6934.237636,2,2006,6,0,1,2.2,8021.927774,3,2673.975925,0,8,0,14055.27437,2683.763762
0,17897.32347,0,24007,7,0,1,3.7,25578.7578,3,8526.2526,0,4,9,14283.35483,332.3581891
1,71253.18359,5,0,3,1,0,1.7,64054.86024,4,8006.85753,1,7,5,10852.85192,3513.384758
1,51758.54963,8,14012,2,1,3,3.5,0,0,7588.491499,0,5,2,12547.73701,4398.113966
0,33355.73203,1,30000,0,0,1,0.8,6014.131538,1,3007.065769,1,0,0,10844.78761,1907.027194
0,94791.76684,6,32000,1,1,0,2.5,11546.68361,3,3848.894537,0,2,1,14204.01688,416.48995
0,34070.23109,7,34001,1,0,1,3.5,10733.78079,5,2146.756157,0,3,3,8702.779487,3056.106301
0,36784.17242,5,30012,6,0,2,3.6,8621.813237,1,8621.813237,0,5,6,11219.55578,3290.629709
0,63127.28982,7,10024,4,1,3,0.5,0,0,7391.471594,0,4,8,3121.561341,3293.765835
0,68299.81389,8,34000,0,0,0,1.3,18082.70877,4,2260.338596,1,6,4,11820.62561,1834.398609
0,30712.13129,7,24003,3,0,1,2.9,1095.919958,1,547.9599788,1,6,4,1985.401916,3426.890859
0,92678.34611,2,38000,2,0,0,3.4,99508.37106,6,8292.364255,1,1,3,871.2958524,3275.645517
1,89880.43991,8,4000,3,1,0,1,18409.48068,3,6136.49356,0,9,3,10693.64483,4691.195238
0,57160.36447,2,36021,7,0,3,3.9,115086.8064,6,9590.567203,1,4,5,9563.202665,1842.311338
1,30054.31557,5,22014,7,0,2,1.4,18651.47857,5,1865.147857,1,2,1,8415.120988,1965.895691
1,24414.32856,8,26000,1,1,0,0,5876.415891,1,5876.415891,0,3,2,13075.23639,3156.817318
1,1126.110601,0,4000,6,1,0,1,17395.02806,2,8697.514032,0,4,0,11515.84118,4114.580359
0,85374.14856,2,26000,1,1,0,1.3,15006.15002,7,2143.735717,0,3,1,2205.454712,2026.760659
1,37150.74598,6,0,4,0,0,0.6,44487.17451,7,3177.655322,1,6,4,8291.423602,1372.680232
0,72648.41295,3,38020,5,1,2,2.6,19008.37916,1,9504.189581,1,3,5,10998.02987,4425.154782
1,3097.035157,9,14000,0,1,3,2.9,21818.4629,3,7272.820968,0,3,0,3162.458842,380.5680415
1,769.746765,9,14000,7,0,0,2.9,52791.44639,6,8798.574399,0,3,0,6902.015358,55.05712137
1,3487.018665,6,12000,2,0,0,0.4,5983.596184,1,2991.798092,1,4,7,12209.05708,2271.976784
1,89536.4554,4,14,7,1,1,0.5,4646.77021,4,1161.692552,0,1,0,5431.981437,2412.463428
0,22206.1058,2,26000,0,0,2,2.6,39479.04127,5,7895.808255,0,5,7,8199.936544,3882.074062
1,79144.06318,2,34002,2,0,1,1.6,73573.49393,4,9196.686741,1,2,5,10595.53707,756.9575983
1,14304.32293,8,30000,6,1,0,0.2,66363.71383,7,9480.530547,0,3,3,9282.153329,1297.785388
1,59083.26316,7,30000,0,0,3,0.2,71854.80344,4,8981.85043,1,0,6,10200.15935,4500.056418
0,84782.07299,6,38004,1,1,2,2.1,11661.1921,1,5830.596051,1,4,4,13298.78669,3283.379346
1,9000.133348,4,22002,2,0,1,1.6,54841.64229,6,4570.136858,1,8,1,11436.7848,1659.230747
0,61878.08285,3,36008,4,0,2,0,11882.16764,2,5941.083818,0,4,5,7040.316627,171.2713822
0,77115.95759,6,18008,2,1,2,3.7,26239.82059,4,3279.977573,1,4,9,1173.369645,2228.817887
0,93003.03122,3,16000,6,1,0,3.3,0,0,8960.030929,0,3,9,5633.214709,953.1799869
0,58596.87151,6,18000,0,0,2,2.1,17012.22036,4,4253.055091,0,4,9,12573.51944,1475.150487
1,9670.103838,3,16000,0,0,1,1.7,27305.03583,4,6826.258958,0,2,7,7635.789995,3817.913518
1,19310.30253,0,8007,7,0,1,0.6,3779.758493,1,1889.879247,1,5,3,10364.81018,830.9842987
0,48392.52366,5,28006,6,0,1,3.4,1075.710601,5,215.1421202,0,5,1,7148.480421,4696.689956
0,93638.05283,2,16012,3,1,2,0.5,4873.294729,1,2436.647365,1,5,2,1217.427356,4738.618049
1,29849.35453,8,2002,2,0,1,2.8,110376.3826,7,7884.02733,1,0,3,14459.6937,3010.813538
0,92231.66311,1,38005,5,0,1,1.3,39865.44365,5,7973.088731,0,2,7,14384.77755,2588.548154
1,4958.013788,1,2024,4,1,3,0.4,14764.40271,2,3691.100678,1,7,2,4226.619446,4830.90991
0,28569.39256,4,32014,7,0,2,1.7,16747.38451,1,8373.692253,1,8,5,6446.005643,1008.100765
1,36539.1995,9,6024,6,1,2,3.8,97397.64148,6,8116.470123,1,5,6,12668.93868,2663.801589
1,20979.07458,9,6000,0,1,0,2.4,55874.52303,4,6984.315378,1,3,6,9404.798309,498.2960289
1,35457.64262,2,20009,3,0,3,2.3,59637.78682,5,5963.778682,1,3,7,6697.109344,391.3887864
0,25817.56835,1,24014,7,1,1,3.4,5290.883036,3,1763.627679,0,9,4,11352.04908,167.7470564
1,83902.43926,4,10000,0,0,0,0.6,52281.5305,3,8713.588417,1,0,0,6099.190443,4696.489664
1,56284.6165,5,2006,3,0,2,3.5,22974.8197,6,3829.136617,0,3,3,1418.020288,1800.866312
0,80796.58329,9,36010,5,1,1,1.7,15642.10131,1,7821.050653,1,4,7,1171.516538,4583.513085
1,13009.23404,9,14008,4,1,1,2.1,39962.01764,4,9990.50441,0,6,7,11115.94572,3646.94266
0,91363.25746,2,8003,3,0,1,1.8,0,0,9336.083428,1,1,7,10755.16107,4135.45118
0,58526.35363,6,32012,2,1,3,3,0,0,7655.651687,1,3,8,9508.195632,1555.411915
0,41787.93203,3,26000,0,0,0,1.8,17816.73135,2,8908.365675,0,4,4,11395.47468,4374.933689
0,65666.37201,7,32000,7,1,0,3,854.4184624,1,854.4184624,0,7,0,2795.798769,1064.172273
0,57532.81145,5,20012,4,0,3,1.8,0,0,2841.770865,0,6,5,3832.610417,2516.23359
1,71193.25499,3,10036,6,1,3,0.7,57934.69778,3,9655.782964,1,5,6,9125.993031,3937.050049
1,89216.28926,2,2000,5,0,0,3,72251.06597,4,9031.383246,1,8,7,6279.527357,2949.49509
0,59406.72453,8,2000,0,1,1,3.2,0,0,3568.231828,1,0,6,4455.2466,384.2132909
1,14862.27382,9,4000,2,0,0,1.6,62865.95995,5,6286.595995,1,0,3,14616.87817,149.9532746
0,31303.86006,4,26000,4,0,0,3.7,29592.85876,6,2466.071563,1,2,9,11288.84267,4547.91315
1,80491.73076,0,4000,7,1,0,1.2,19335.97744,5,3867.195488,0,7,8,4808.218386,2262.03334
1,55148.93517,9,8006,2,0,3,2.7,27224.12023,3,9074.706743,0,2,3,1089.38062,4534.45319
1,34820.04466,8,20006,3,1,1,0.3,71591.41818,6,5965.951515,1,0,3,3965.12305,4450.655187
0,16587.7296,8,8008,4,0,2,2.7,0,0,6844.376358,1,2,2,4320.188629,1526.980719
1,6958.151209,8,14000,0,0,2,1.7,43671.83085,3,7278.638474,1,0,6,9419.41483,1641.804418
0,13916.96075,7,30000,1,1,0,1,5642.406331,3,1880.80211,0,1,8,6175.499662,1840.860747
0,48387.64204,0,28007,7,0,1,1.8,25150.32432,6,4191.72072,0,8,4,5758.664269,1140.242728
1,45377.44536,6,4000,0,0,3,1,54345.14074,6,9057.523457,0,2,6,1756.862933,632.5298723
1,85223.04065,4,6014,7,1,1,3.2,56796.27567,6,9466.045945,0,2,3,6595.664594,2322.040187
0,56918.92231,0,12000,5,1,0,3.5,23968.29389,2,5992.073472,1,4,4,3326.819603,212.2578247
0,61090.26642,2,36006,6,0,1,1.9,7503.181088,1,7503.181088,0,8,7,3196.678025,2456.649761
0,82643.91098,4,12020,5,1,2,2.9,879.7453859,3,293.248462,0,0,0,8864.788526,1355.506327
1,56531.26484,2,20004,4,0,1,3.5,0,0,3741.008536,0,4,2,13425.10576,1011.729434
0,52495.4083,6,22000,4,0,0,1.5,10958.76757,3,3652.922522,0,5,3,4391.546549,2634.037367
0,56437.34442,0,30000,4,0,0,3.5,2450.980733,2,1225.490367,0,6,6,8343.203194,4082.263964
1,74440.56887,4,26000,0,1,2,0.2,29250.13879,5,5850.027759,0,6,7,4945.066978,3906.463688
1,90615.52159,7,20012,2,1,3,2,48368.79022,3,8061.465036,1,3,4,4170.818972,289.2360845
1,27301.51037,9,30000,0,0,3,0.8,17447.63627,3,5815.878757,0,7,1,9917.120542,3512.413436
0,58353.83121,1,24008,4,1,1,1.1,22868.05245,4,5717.013112,0,2,5,13680.00984,1554.949542
1,13097.58907,5,14008,4,0,2,0.5,93361.95638,7,6668.71117,1,5,7,6413.820411,457.6976807
1,2314.392497,8,6003,3,0,1,1.5,31274.11581,4,7818.528952,0,9,7,11316.96022,2065.906409
1,66535.59036,8,6006,1,1,3,1.5,33272.57127,4,8318.142819,0,2,4,14505.15238,1374.513293
0,35628.46103,7,28006,3,1,1,1.4,5731.749242,1,5731.749242,0,0,2,2089.982689,554.6229085
1,27217.7866,1,8000,0,1,1,1.1,4235.984673,1,2117.992337,1,8,0,11828.03146,75.80039617
1,55233.87093,0,10000,7,1,0,0.7,20945.7047,4,5236.426174,0,8,9,5142.906417,2938.414336
0,19670.40322,1,30014,7,0,2,2.2,4883.196337,4,1220.799084,0,3,8,946.0624443,2848.215036
1,22871.52368,0,24000,6,0,0,0.8,61414.77038,6,5117.897532,1,9,1,11308.16098,2620.13857
1,35471.57971,4,30012,2,1,3,1.5,43705.82181,5,8741.164362,0,0,3,10624.38846,3560.232754
0,32970.68154,1,20000,2,1,0,1.2,13811.6626,6,2301.943766,0,5,5,6813.73556,2355.761116
0,1943.54331,0,18008,2,1,2,0.8,0,0,4732.094513,0,8,6,5818.140447,4766.197526
1,26590.04575,1,14000,0,0,0,2.9,2267.307602,4,566.8269006,0,8,1,13334.34251,1552.005118
1,61247.72279,9,26000,0,1,1,2.1,14975.43968,2,7487.719839,0,5,0,8538.100564,2466.067243
1,54281.76588,5,10024,6,1,2,0,99238.24934,6,8269.854111,1,7,6,5297.668195,4512.404941
0,71330.3934,8,24000,6,1,0,1.9,24846.53878,2,6211.634695,1,2,3,2464.618258,4825.915672
1,6353.149882,8,18002,2,0,1,2.3,36522.56838,5,7304.513676,0,1,3,11084.10846,9.049785769
0,7193.527786,2,20012,3,1,2,3.4,0,0,723.06921,0,5,6,2905.991708,1955.047227
1,14620.3799,1,18000,0,0,3,1.2,8890.947621,4,1111.368453,1,3,0,8972.721078,793.3512724
0,49736.40917,2,26004,2,1,1,3.2,0,0,1126.412927,1,3,6,6311.12611,1443.532569
0,43496.00041,0,38016,4,1,2,1.4,51254.64011,7,7322.091444,0,5,2,679.8523629,3081.39424
1,76333.40947,8,6000,0,0,2,0.8,12409.48441,7,1772.783487,0,9,7,1780.513428,2389.158672
0,43455.29086,5,32010,5,1,1,2.5,19484.84798,2,4871.211995,1,4,3,863.3188425,4698.441224
0,4418.915477,7,36042,7,1,3,0.1,8301.825897,5,830.1825897,1,0,1,688.776109,3706.018463
